Base Postcode,Base Latitude,Base Longitude,Postcode,Latitude,Longitude
EX5 1EW,50.6996,-3.39139,BA21 3RR,50.945198,-2.666132
EX5 1EW,50.6996,-3.39139,BA21 3RS,50.946313,-2.659913
EX5 1EW,50.6996,-3.39139,BA21 3RT,50.947348,-2.661351
EX5 1EW,50.6996,-3.39139,BA21 3RU,50.94697,-2.65978
EX5 1EW,50.6996,-3.39139,BA21 3RW,50.945749,-2.664147
EX5 1EW,50.6996,-3.39139,BA21 3RX,50.946496,-2.662492
EX5 1EW,50.6996,-3.39139,BA21 3RY,50.947025,-2.661119
EX5 1EW,50.6996,-3.39139,BA21 3RZ,50.947396,-2.662263
EX5 1EW,50.6996,-3.39139,BA21 3SA,50.945575,-2.669525
EX5 1EW,50.6996,-3.39139,BA21 3SB,50.945064,-2.667553
EX5 1EW,50.6996,-3.39139,BA21 3SD,50.94564,-2.667519
EX5 1EW,50.6996,-3.39139,BA21 3SE,50.945393,-2.668227
EX5 1EW,50.6996,-3.39139,BA21 3SF,50.944547,-2.668457
EX5 1EW,50.6996,-3.39139,BA21 3SG,50.94956,-2.667646
EX5 1EW,50.6996,-3.39139,BA21 3SH,50.94606,-2.666329
EX5 1EW,50.6996,-3.39139,BA21 3SJ,50.94664,-2.668757
EX5 1EW,50.6996,-3.39139,BA21 3SL,50.946878,-2.666483
EX5 1EW,50.6996,-3.39139,BA21 3SN,50.948398,-2.666334
EX5 1EW,50.6996,-3.39139,BA21 3SP,50.947175,-2.666431
EX5 1EW,50.6996,-3.39139,BA21 3SQ,50.948613,-2.664999
EX5 1EW,50.6996,-3.39139,BA21 3SR,50.947679,-2.666395
EX5 1EW,50.6996,-3.39139,BA21 3SS,50.948948,-2.66936
EX5 1EW,50.6996,-3.39139,BA21 3ST,50.947711,-2.668659
EX5 1EW,50.6996,-3.39139,BA21 3SU,50.947179,-2.668908
EX5 1EW,50.6996,-3.39139,BA21 3SW,50.947546,-2.664514
EX5 1EW,50.6996,-3.39139,BA21 3SX,50.94895,-2.667424
EX5 1EW,50.6996,-3.39139,BA21 3SY,50.947533,-2.669795
EX5 1EW,50.6996,-3.39139,BA21 3SZ,50.94926,-2.666574
EX5 1EW,50.6996,-3.39139,BA21 3TA,50.949999,-2.666272
EX5 1EW,50.6996,-3.39139,BA21 3TB,50.950808,-2.667906
EX5 1EW,50.6996,-3.39139,BA21 3TD,50.949077,-2.668721
EX5 1EW,50.6996,-3.39139,BA21 3TE,50.949079,-2.669931
EX5 1EW,50.6996,-3.39139,BA21 3TF,50.94966,-2.668943
EX5 1EW,50.6996,-3.39139,BA21 3TG,50.94967,-2.670495
EX5 1EW,50.6996,-3.39139,BA21 3TH,50.948464,-2.667403
EX5 1EW,50.6996,-3.39139,BA21 3TJ,50.950091,-2.664323
EX5 1EW,50.6996,-3.39139,BA21 3TL,50.949884,-2.664519
EX5 1EW,50.6996,-3.39139,BA21 3TN,50.949471,-2.661239
EX5 1EW,50.6996,-3.39139,BA21 3TP,50.948501,-2.661026
EX5 1EW,50.6996,-3.39139,BA21 3TQ,50.950607,-2.670167
EX5 1EW,50.6996,-3.39139,BA21 3TR,50.948125,-2.662245
EX5 1EW,50.6996,-3.39139,BA21 3TS,50.947704,-2.661897
EX5 1EW,50.6996,-3.39139,BA21 3TT,50.94789,-2.660932
EX5 1EW,50.6996,-3.39139,BA21 3TU,50.950208,-2.669093
EX5 1EW,50.6996,-3.39139,BA21 3TW,50.948956,-2.661502
EX5 1EW,50.6996,-3.39139,BA21 3TX,50.948732,-2.659805
EX5 1EW,50.6996,-3.39139,BA21 3TY,50.947914,-2.659722
EX5 1EW,50.6996,-3.39139,BA21 3UA,50.949474,-2.663816
EX5 1EW,50.6996,-3.39139,BA21 3UB,50.944834,-2.663735
EX5 1EW,50.6996,-3.39139,BA21 3UD,50.950244,-2.662859
EX5 1EW,50.6996,-3.39139,BA21 3UE,50.950013,-2.662272
EX5 1EW,50.6996,-3.39139,BA21 3UF,50.951921,-2.659068
EX5 1EW,50.6996,-3.39139,BA21 3UG,50.951132,-2.658387
EX5 1EW,50.6996,-3.39139,BA21 3UH,50.941537,-2.639065
EX5 1EW,50.6996,-3.39139,BA21 3UJ,50.951836,-2.664262
